OBJECTID,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1,0,1,866.080150578501390,45.534828186035156,45.534828186035156,0.000000000000000,45.534828186035156,0.000000000000000,45.534828186035156
2,1,1,866.080150578501390,33.359809875488281,33.359809875488281,0.000000000000000,33.359809875488281,0.000000000000000,33.359809875488281
3,2,1,866.080150578501390,5.820592880249023,5.820592880249023,0.000000000000000,5.820592880249023,0.000000000000000,5.820592880249023
4,3,1,866.080150578501390,21.214906692504883,21.214906692504883,0.000000000000000,21.214906692504883,0.000000000000000,21.214906692504883
5,4,1,866.080150578501390,36.684078216552734,36.684078216552734,0.000000000000000,36.684078216552734,0.000000000000000,36.684078216552734
6,5,1,866.080150578501390,24.887935638427734,24.887935638427734,0.000000000000000,24.887935638427734,0.000000000000000,24.887935638427734
7,6,1,866.080150578501390,33.489631652832031,33.489631652832031,0.000000000000000,33.489631652832031,0.000000000000000,33.489631652832031
8,7,1,866.080150578501390,37.163173675537109,37.163173675537109,0.000000000000000,37.163173675537109,0.000000000000000,37.163173675537109
9,8,1,866.080150578501390,15.140254974365234,15.140254974365234,0.000000000000000,15.140254974365234,0.000000000000000,15.140254974365234
10,9,1,866.080150578501390,34.137332916259766,34.137332916259766,0.000000000000000,34.137332916259766,0.000000000000000,34.137332916259766
11,10,1,866.080150578501390,12.428082466125488,12.428082466125488,0.000000000000000,12.428082466125488,0.000000000000000,12.428082466125488
12,11,1,866.080150578501390,29.137035369873047,29.137035369873047,0.000000000000000,29.137035369873047,0.000000000000000,29.137035369873047
13,12,1,866.080150578501390,33.884716033935547,33.884716033935547,0.000000000000000,33.884716033935547,0.000000000000000,33.884716033935547
14,13,1,866.080150578501390,17.057037353515625,17.057037353515625,0.000000000000000,17.057037353515625,0.000000000000000,17.057037353515625
15,14,1,866.080150578501390,26.007144927978516,26.007144927978516,0.000000000000000,26.007144927978516,0.000000000000000,26.007144927978516
16,15,1,866.080150578501390,16.404237747192383,16.404237747192383,0.000000000000000,16.404237747192383,0.000000000000000,16.404237747192383
17,16,1,866.080150578501390,37.906749725341797,37.906749725341797,0.000000000000000,37.906749725341797,0.000000000000000,37.906749725341797
18,17,1,866.080150578501390,18.704803466796875,18.704803466796875,0.000000000000000,18.704803466796875,0.000000000000000,18.704803466796875
19,18,1,866.080150578501390,31.806764602661133,31.806764602661133,0.000000000000000,31.806764602661133,0.000000000000000,31.806764602661133
20,19,1,866.080150578501390,29.556095123291016,29.556095123291016,0.000000000000000,29.556095123291016,0.000000000000000,29.556095123291016
21,20,1,866.080150578501390,40.402069091796875,40.402069091796875,0.000000000000000,40.402069091796875,0.000000000000000,40.402069091796875
22,21,1,866.080150578501390,19.413099288940430,19.413099288940430,0.000000000000000,19.413099288940430,0.000000000000000,19.413099288940430
23,22,1,866.080150578501390,8.438732147216797,8.438732147216797,0.000000000000000,8.438732147216797,0.000000000000000,8.438732147216797
24,23,1,866.080150578501390,31.549583435058594,31.549583435058594,0.000000000000000,31.549583435058594,0.000000000000000,31.549583435058594
25,24,1,866.080150578501390,37.464282989501953,37.464282989501953,0.000000000000000,37.464282989501953,0.000000000000000,37.464282989501953
26,25,1,866.080150578501390,28.663455963134766,28.663455963134766,0.000000000000000,28.663455963134766,0.000000000000000,28.663455963134766
27,26,1,866.080150578501390,15.930624961853027,15.930624961853027,0.000000000000000,15.930624961853027,0.000000000000000,15.930624961853027
28,27,1,866.080150578501390,24.236913681030273,24.236913681030273,0.000000000000000,24.236913681030273,0.000000000000000,24.236913681030273
29,28,1,866.080150578501390,18.461727142333984,18.461727142333984,0.000000000000000,18.461727142333984,0.000000000000000,18.461727142333984
30,29,1,866.080150578501390,33.899559020996094,33.899559020996094,0.000000000000000,33.899559020996094,0.000000000000000,33.899559020996094
31,30,1,866.080150578501390,17.454608917236328,17.454608917236328,0.000000000000000,17.454608917236328,0.000000000000000,17.454608917236328
32,31,1,866.080150578501390,26.970743179321289,26.970743179321289,0.000000000000000,26.970743179321289,0.000000000000000,26.970743179321289
33,32,1,866.080150578501390,14.760848999023438,14.760848999023438,0.000000000000000,14.760848999023438,0.000000000000000,14.760848999023438
34,33,1,866.080150578501390,20.925216674804687,20.925216674804687,0.000000000000000,20.925216674804687,0.000000000000000,20.925216674804687
35,34,1,866.080150578501390,16.795909881591797,16.795909881591797,0.000000000000000,16.795909881591797,0.000000000000000,16.795909881591797
36,35,1,866.080150578501390,14.749838829040527,14.749838829040527,0.000000000000000,14.749838829040527,0.000000000000000,14.749838829040527
37,36,1,866.080150578501390,26.789033889770508,26.789033889770508,0.000000000000000,26.789033889770508,0.000000000000000,26.789033889770508
38,37,1,866.080150578501390,15.165147781372070,15.165147781372070,0.000000000000000,15.165147781372070,0.000000000000000,15.165147781372070
39,38,1,866.080150578501390,13.155411720275879,13.155411720275879,0.000000000000000,13.155411720275879,0.000000000000000,13.155411720275879
40,39,1,866.080150578501390,32.491695404052734,32.491695404052734,0.000000000000000,32.491695404052734,0.000000000000000,32.491695404052734
41,40,1,866.080150578501390,13.255619049072266,13.255619049072266,0.000000000000000,13.255619049072266,0.000000000000000,13.255619049072266
42,41,1,866.080150578501390,40.993381500244141,40.993381500244141,0.000000000000000,40.993381500244141,0.000000000000000,40.993381500244141
43,42,1,866.080150578501390,18.691101074218750,18.691101074218750,0.000000000000000,18.691101074218750,0.000000000000000,18.691101074218750
44,43,1,866.080150578501390,15.025830268859863,15.025830268859863,0.000000000000000,15.025830268859863,0.000000000000000,15.025830268859863
45,44,1,866.080150578501390,15.666795730590820,15.666795730590820,0.000000000000000,15.666795730590820,0.000000000000000,15.666795730590820
46,45,1,866.080150578501390,17.115415573120117,17.115415573120117,0.000000000000000,17.115415573120117,0.000000000000000,17.115415573120117
47,46,1,866.080150578501390,45.928062438964844,45.928062438964844,0.000000000000000,45.928062438964844,0.000000000000000,45.928062438964844
48,47,1,866.080150578501390,35.103492736816406,35.103492736816406,0.000000000000000,35.103492736816406,0.000000000000000,35.103492736816406
49,48,1,866.080150578501390,14.852226257324219,14.852226257324219,0.000000000000000,14.852226257324219,0.000000000000000,14.852226257324219
50,49,1,866.080150578501390,30.740261077880859,30.740261077880859,0.000000000000000,30.740261077880859,0.000000000000000,30.740261077880859
