Rowid_,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,0,1,866.080150578504800,50.748260498046875,50.748260498046875,0.000000000000000,50.748260498046875,0.000000000000000,50.748260498046875
,1,1,866.080150578504800,31.512863159179688,31.512863159179688,0.000000000000000,31.512863159179688,0.000000000000000,31.512863159179688
,2,1,866.080150578504800,28.496648788452148,28.496648788452148,0.000000000000000,28.496648788452148,0.000000000000000,28.496648788452148
,3,1,866.080150578504800,35.008724212646484,35.008724212646484,0.000000000000000,35.008724212646484,0.000000000000000,35.008724212646484
,4,1,866.080150578504800,44.970733642578125,44.970733642578125,0.000000000000000,44.970733642578125,0.000000000000000,44.970733642578125
,5,1,866.080150578504800,29.110134124755859,29.110134124755859,0.000000000000000,29.110134124755859,0.000000000000000,29.110134124755859
,6,1,866.080150578504800,21.769451141357422,21.769451141357422,0.000000000000000,21.769451141357422,0.000000000000000,21.769451141357422
,7,1,866.080150578504800,24.436132431030273,24.436132431030273,0.000000000000000,24.436132431030273,0.000000000000000,24.436132431030273
,8,1,866.080150578504800,10.983799934387207,10.983799934387207,0.000000000000000,10.983799934387207,0.000000000000000,10.983799934387207
,9,1,866.080150578504800,32.337398529052734,32.337398529052734,0.000000000000000,32.337398529052734,0.000000000000000,32.337398529052734
,10,1,866.080150578504800,27.719793319702148,27.719793319702148,0.000000000000000,27.719793319702148,0.000000000000000,27.719793319702148
,11,1,866.080150578504800,28.509880065917969,28.509880065917969,0.000000000000000,28.509880065917969,0.000000000000000,28.509880065917969
,12,1,866.080150578504800,15.239538192749023,15.239538192749023,0.000000000000000,15.239538192749023,0.000000000000000,15.239538192749023
,13,1,866.080150578504800,26.265214920043945,26.265214920043945,0.000000000000000,26.265214920043945,0.000000000000000,26.265214920043945
,14,1,866.080150578504800,9.921896934509277,9.921896934509277,0.000000000000000,9.921896934509277,0.000000000000000,9.921896934509277
,15,1,866.080150578504800,16.413927078247070,16.413927078247070,0.000000000000000,16.413927078247070,0.000000000000000,16.413927078247070
,16,1,866.080150578504800,40.719905853271484,40.719905853271484,0.000000000000000,40.719905853271484,0.000000000000000,40.719905853271484
,17,1,866.080150578504800,3.538903951644898,3.538903951644898,0.000000000000000,3.538903951644898,0.000000000000000,3.538903951644898
,18,1,866.080150578504800,29.391136169433594,29.391136169433594,0.000000000000000,29.391136169433594,0.000000000000000,29.391136169433594
,19,1,866.080150578504800,21.818485260009766,21.818485260009766,0.000000000000000,21.818485260009766,0.000000000000000,21.818485260009766
,20,1,866.080150578504800,31.159894943237305,31.159894943237305,0.000000000000000,31.159894943237305,0.000000000000000,31.159894943237305
,21,1,866.080150578504800,19.218744277954102,19.218744277954102,0.000000000000000,19.218744277954102,0.000000000000000,19.218744277954102
,22,1,866.080150578504800,41.036006927490234,41.036006927490234,0.000000000000000,41.036006927490234,0.000000000000000,41.036006927490234
,23,1,866.080150578504800,27.678117752075195,27.678117752075195,0.000000000000000,27.678117752075195,0.000000000000000,27.678117752075195
,24,1,866.080150578504800,17.313282012939453,17.313282012939453,0.000000000000000,17.313282012939453,0.000000000000000,17.313282012939453
,25,1,866.080150578504800,25.111894607543945,25.111894607543945,0.000000000000000,25.111894607543945,0.000000000000000,25.111894607543945
,26,1,866.080150578504800,33.646446228027344,33.646446228027344,0.000000000000000,33.646446228027344,0.000000000000000,33.646446228027344
,27,1,866.080150578504800,24.865919113159180,24.865919113159180,0.000000000000000,24.865919113159180,0.000000000000000,24.865919113159180
,28,1,866.080150578504800,25.729265213012695,25.729265213012695,0.000000000000000,25.729265213012695,0.000000000000000,25.729265213012695
,29,1,866.080150578504800,24.290279388427734,24.290279388427734,0.000000000000000,24.290279388427734,0.000000000000000,24.290279388427734
,30,1,866.080150578504800,3.795880079269409,3.795880079269409,0.000000000000000,3.795880079269409,0.000000000000000,3.795880079269409
,31,1,866.080150578504800,3.917983531951904,3.917983531951904,0.000000000000000,3.917983531951904,0.000000000000000,3.917983531951904
,32,1,866.080150578504800,8.438732147216797,8.438732147216797,0.000000000000000,8.438732147216797,0.000000000000000,8.438732147216797
,33,1,866.080150578504800,32.202808380126953,32.202808380126953,0.000000000000000,32.202808380126953,0.000000000000000,32.202808380126953
,34,1,866.080150578504800,42.344120025634766,42.344120025634766,0.000000000000000,42.344120025634766,0.000000000000000,42.344120025634766
,35,1,866.080150578504800,7.814464569091797,7.814464569091797,0.000000000000000,7.814464569091797,0.000000000000000,7.814464569091797
,36,1,866.080150578504800,26.319028854370117,26.319028854370117,0.000000000000000,26.319028854370117,0.000000000000000,26.319028854370117
,37,1,866.080150578504800,27.839599609375000,27.839599609375000,0.000000000000000,27.839599609375000,0.000000000000000,27.839599609375000
,38,1,866.080150578504800,26.565645217895508,26.565645217895508,0.000000000000000,26.565645217895508,0.000000000000000,26.565645217895508
,39,1,866.080150578504800,9.654242515563965,9.654242515563965,0.000000000000000,9.654242515563965,0.000000000000000,9.654242515563965
,40,1,866.080150578504800,31.476060867309570,31.476060867309570,0.000000000000000,31.476060867309570,0.000000000000000,31.476060867309570
,41,1,866.080150578504800,49.723884582519531,49.723884582519531,0.000000000000000,49.723884582519531,0.000000000000000,49.723884582519531
,42,1,866.080150578504800,35.703479766845703,35.703479766845703,0.000000000000000,35.703479766845703,0.000000000000000,35.703479766845703
,43,1,866.080150578504800,43.730922698974609,43.730922698974609,0.000000000000000,43.730922698974609,0.000000000000000,43.730922698974609
,44,1,866.080150578504800,47.077770233154297,47.077770233154297,0.000000000000000,47.077770233154297,0.000000000000000,47.077770233154297
,45,1,866.080150578504800,18.146270751953125,18.146270751953125,0.000000000000000,18.146270751953125,0.000000000000000,18.146270751953125
,46,1,866.080150578504800,49.165267944335938,49.165267944335938,0.000000000000000,49.165267944335938,0.000000000000000,49.165267944335938
,47,1,866.080150578504800,19.566236495971680,19.566236495971680,0.000000000000000,19.566236495971680,0.000000000000000,19.566236495971680
,48,1,866.080150578504800,28.205858230590820,28.205858230590820,0.000000000000000,28.205858230590820,0.000000000000000,28.205858230590820
,49,1,866.080150578504800,30.334718704223633,30.334718704223633,0.000000000000000,30.334718704223633,0.000000000000000,30.334718704223633
,50,1,866.080150578504800,26.756372451782227,26.756372451782227,0.000000000000000,26.756372451782227,0.000000000000000,26.756372451782227
,51,1,866.080150578504800,21.293390274047852,21.293390274047852,0.000000000000000,21.293390274047852,0.000000000000000,21.293390274047852
