OBJECTID,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1,0,1,0.000000077160494,0.301030009984970,0.301030009984970,0.000000000000000,0.301030009984970,0.000000000000000,0.301030009984970
2,1,1,0.000000077160494,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
3,4,1,0.000000077160494,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
4,5,1,0.000000077160494,0.845098018646240,0.845098018646240,0.000000000000000,0.845098018646240,0.000000000000000,0.845098018646240
5,6,1,0.000000077160494,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000
6,7,1,0.000000077160494,1.079181194305420,1.079181194305420,0.000000000000000,1.079181194305420,0.000000000000000,1.079181194305420
7,10,1,0.000000077160494,0.602060019969940,0.602060019969940,0.000000000000000,0.602060019969940,0.000000000000000,0.602060019969940
8,11,1,0.000000077160494,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
9,12,1,0.000000077160494,1.113943338394165,1.113943338394165,0.000000000000000,1.113943338394165,0.000000000000000,1.113943338394165
10,14,1,0.000000077160494,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
11,15,1,0.000000077160494,0.602060019969940,0.602060019969940,0.000000000000000,0.602060019969940,0.000000000000000,0.602060019969940
12,16,1,0.000000077160494,0.698970019817352,0.698970019817352,0.000000000000000,0.698970019817352,0.000000000000000,0.698970019817352
13,18,1,0.000000077160494,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
14,19,1,0.000000077160494,0.477121263742447,0.477121263742447,0.000000000000000,0.477121263742447,0.000000000000000,0.477121263742447
15,20,1,0.000000077160494,0.602060019969940,0.602060019969940,0.000000000000000,0.602060019969940,0.000000000000000,0.602060019969940
16,21,1,0.000000077160494,0.301030009984970,0.301030009984970,0.000000000000000,0.301030009984970,0.000000000000000,0.301030009984970
17,22,1,0.000000077160494,0.301030009984970,0.301030009984970,0.000000000000000,0.301030009984970,0.000000000000000,0.301030009984970
18,24,1,0.000000077160494,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
19,25,1,0.000000077160494,1.204120039939880,1.204120039939880,0.000000000000000,1.204120039939880,0.000000000000000,1.204120039939880
20,26,1,0.000000077160494,0.301030009984970,0.301030009984970,0.000000000000000,0.301030009984970,0.000000000000000,0.301030009984970
21,27,1,0.000000077160494,2.158362388610840,2.158362388610840,0.000000000000000,2.158362388610840,0.000000000000000,2.158362388610840
22,28,1,0.000000077160494,0.301030009984970,0.301030009984970,0.000000000000000,0.301030009984970,0.000000000000000,0.301030009984970
23,29,1,0.000000077160494,2.369215965270996,2.369215965270996,0.000000000000000,2.369215965270996,0.000000000000000,2.369215965270996
24,30,1,0.000000077160494,0.477121263742447,0.477121263742447,0.000000000000000,0.477121263742447,0.000000000000000,0.477121263742447
25,32,1,0.000000077160494,1.903090000152588,1.903090000152588,0.000000000000000,1.903090000152588,0.000000000000000,1.903090000152588
26,33,1,0.000000077160494,1.255272507667542,1.255272507667542,0.000000000000000,1.255272507667542,0.000000000000000,1.255272507667542
27,34,1,0.000000077160494,0.698970019817352,0.698970019817352,0.000000000000000,0.698970019817352,0.000000000000000,0.698970019817352
28,35,1,0.000000077160494,5.825215816497803,5.825215816497803,0.000000000000000,5.825215816497803,0.000000000000000,5.825215816497803
29,36,1,0.000000077160494,1.113943338394165,1.113943338394165,0.000000000000000,1.113943338394165,0.000000000000000,1.113943338394165
30,37,1,0.000000077160494,0.845098018646240,0.845098018646240,0.000000000000000,0.845098018646240,0.000000000000000,0.845098018646240
31,38,1,0.000000077160494,1.204120039939880,1.204120039939880,0.000000000000000,1.204120039939880,0.000000000000000,1.204120039939880
